UserId,LengthOfScreenName,LengthOfDescriptionInUserProfile,AccountLongevity,NumerOfFollowings,NumberOfFollowers,RatioFollowingFollowers,TweetsPerDay,URLRatio,MentionRatio,MeanTimeBetweenTweets,MaxTimeBetweenTweets,HashtagRatio,FollowBackRatio
6301,8,132,1217,3269,3071,1.0641276041666667,2.6839080459770117,0.14617169373549885,0.06736353077816493,492.2197654941374,4416.416666666667,0.02088167053364269,0.9391437308868501
10836,9,134,1329,1949,793,2.454659949622166,1.4654135338345864,0.5242290748898678,0.10176991150442478,4396.333756345178,127484.0,0.44493392070484583,0.4066666666666667
10997,12,158,1272,1119,9644,0.11601866251944012,0.8790259230164965,0.0013445378151260505,0.0028442881522469875,28.432738095238093,730.9666666666667,0.003387201034259858,8.610714285714286
633293,11,121,1105,2174,6029,0.360530679933665,1.9656419529837252,0.005031842125953298,0.0066834407925774495,125.86113902847572,1247.1666666666667,0.0014938281311423854,2.771954022988506
717883,6,70,1105,7731,7029,1.0997155049786629,6.990054249547921,0.15560640732265446,0.018327605956471937,218.8540201005025,5906.033333333334,0.002288329519450801,0.9090791515778582
763068,6,35,1261,120,130,0.916030534351145,0.09508716323296355,0.1339155749636099,0.04081632653061224,463.8304273504273,4680.733333333334,0.06550218340611354,1.0743801652892562
783705,8,68,1186,1660,23977,0.06923012761698223,1.3984835720303286,0.0027148151340170646,0.007196724843783667,132.2808798646362,1533.7166666666667,0.00025855382228733947,14.435279951836243
788352,14,106,1042,1320,969,1.3608247422680413,1.2655800575263663,0.01785208274298668,0.03231292517006803,180.56471088435376,1367.7166666666667,0.0019835647492207425,0.7335352006056018
810011,13,59,1060,11239,10537,1.066521161510723,10.592836946277098,0.07054545454545455,0.0036376864314296106,224.32604690117253,741.6333333333333,0.010545454545454545,0.9374555160142348
815299,10,120,1137,3779,3920,0.9637847487885743,3.3207381370826012,0.08410704533042053,0.03879781420765027,407.9807370184255,2916.05,0.0032768978700163844,1.037037037037037
817045,5,63,1035,12848,12933,0.9933508582031854,12.4015444015444,0.08549222797927461,0.0008639308855291577,232.77897822445559,3982.9666666666667,0.0,1.0065374737333646
964981,12,88,1040,1811,2469,0.7331983805668016,1.739673390970221,0.0,0.0,0.0,0.0,0.0,1.3625827814569536
1091571,13,101,1027,3697,5129,0.7206627680311891,3.5963035019455254,0.0058823529411764705,0.015347231103721704,139.18006700167504,1533.15,0.00038363171355498723,1.3869659275283936
1303381,14,119,1025,2990,3367,0.8877672209026128,2.914230019493177,0.013547840812870448,0.04404913172384583,632.6603852596315,5173.666666666667,0.010160880609652836,1.1257104647275158
1322691,9,22,1023,13117,17053,0.7691450686056057,12.8095703125,0.17225950782997762,0.05711086226203808,376.97036036036036,2861.65,0.0145413870246085,1.2999695075468822
1467621,9,134,1045,4942,7445,0.6637120601665324,4.724665391969407,0.005491301389833803,0.0032560625941585263,54.85,1347.4333333333334,0.0005345514627271843,1.506170341897633
