UserId,LengthOfScreenName,LengthOfDescriptionInUserProfile,AccountLongevity,NumerOfFollowings,NumberOfFollowers,RatioFollowingFollowers,TweetsPerDay,URLRatio,MentionRatio,MeanTimeBetweenTweets,MaxTimeBetweenTweets,HashtagRatio,FollowBackRatio,Classe
59348601,1.0,0.2875,4.804021044733257,1.3862943611198906,2.6390573296152584,0.2142857142857142,0.0242926925690445,0.5630940523117475,0.0,7.913717635421317,10.047425545669364,0.0,1.4469189829363254,0
46901496,0.5,0.0,5.135798437050262,3.8918202981106265,3.970291913552122,0.9056603773584906,0.2486966257388272,0.0158419154656578,0.0101264637002341,4.082168982394575,7.66692425508408,0.0410614867977738,0.7233002187306329,0
46853153,0.8333333333333333,0.15,5.062595033026967,5.988961416889864,5.209486152841421,2.1748633879781423,1.2581732612236156,0.0710549002500253,0.0044210121646483,4.7473303863575405,7.422533082586556,0.0141257022636486,0.3757893399620477,0
40442367,0.8333333333333333,0.7000000000000001,5.241747015059643,5.707110264748875,5.062595033026967,1.8987341772151896,0.9506154744152296,0.0044828765435599,0.0010724400945191,3.809775857436944,7.71744769239953,0.0083094118249275,0.4197589193653092,0
75706641,0.75,0.325,4.060443010546419,5.641907070938114,5.455321115357702,1.2008547008547008,1.765557096834031,0.2182535660200179,0.0,5.41963963702178,7.820385987802581,0.0417971286784613,0.6022598297256225,0
8679982,0.25,0.15,6.688354713946762,5.484796933490655,5.517452896464707,0.963855421686747,0.2615017410540107,0.0029286171023298,0.0002567468315952,3.535784888651662,6.483132835332278,0.0004886988490664,0.707565555984217,0
87061847,0.9166666666666664,0.50625,2.302585092994046,1.9459101490553128,3.295836866004329,0.2222222222222222,0.4700036292457355,0.241162056816888,0.0,7.37026679191399,9.159362817211315,0.0,1.5505974124111668,0
27814298,0.4166666666666666,0.3375,5.468060141135132,4.672828834461906,4.356708826689592,1.358974358974359,0.3696703060308087,0.0017446936673387,0.0020704922124668,5.352644920754909,8.931585004340922,0.0,0.5421069231470794,0
36546511,0.5833333333333333,0.0,5.293304824724492,5.7430031878094825,4.07753744390572,5.271186440677966,0.941105900993879,0.1332132758729929,0.0015114945275534,5.738826468601283,8.67200650879359,0.0,0.1704998178287878,0
61976400,0.6666666666666666,0.76875,4.74493212836325,5.739792912179234,5.8944028342648505,0.8539944903581267,1.3071570405611668,0.0003980778579111,0.0005944055012482,4.2379420255009554,7.878287953703969,5.687796833430549e-05,0.7719524174654936,0
60596853,0.1666666666666666,0.0,4.74493212836325,6.984716320118266,7.3632795869630385,0.6842105263157895,2.340132165589297,0.0839653801173342,0.0119552179128348,4.350825687110759,6.8149087286157854,0.0048543784647981,0.8998601904780591,0
28373086,0.4166666666666666,0.45,5.468060141135132,5.723585101952381,5.545177444479562,1.19140625,0.827205860304515,0.0,0.0014327482010444,2.734465891041976,6.41684120904149,0.0003988566163359,0.6061358035703156,0
45927568,0.5833333333333333,0.25625,5.111987788356544,3.8918202981106265,5.010635294096256,0.32,0.2539882266653082,0.0033277900926746,0.0066720742452355,4.3712516653236175,6.922069013621596,0.0184010853708911,1.3964467325839087,0
48437500,0.4166666666666666,0.0,5.030437921392435,2.302585092994046,2.5649493574615367,0.6923076923076923,0.0571584138399486,0.0,0.0403981264637002,8.659699717070817,10.794844676116114,0.0,0.7884573603642702,0
85411253,0.4166666666666666,0.0,3.044522437723423,2.6390573296152584,2.4849066497880004,1.0833333333333333,0.4818380868927384,0.0,0.0193911007025761,5.972512436398386,7.953751761702775,0.0,0.5798184952529422,0
42518647,1.0,0.20625,5.236441962829949,3.9318256327243257,5.298317366548036,0.25,0.2358287108415254,0.0010926972494979,0.0016688370084026,2.1148620396747626,6.171039279275399,0.0070812824275417,1.5896352851379203,0
74379328,1.0,0.4,4.276666119016055,2.4849066497880004,4.219507705176107,0.1617647058823529,0.1421744887805426,0.0200675630508091,0.0056603024649704,5.351044891566444,7.892881536631723,0.0,1.8845412026790207,0
29973656,0.5,0.3,5.44673737166631,2.833213344056216,5.58724865840025,0.0599250936329588,0.0666913744986722,0.0,0.0,4.631330038850552,6.514959573974635,0.0,2.812233553587021,0
69556090,0.6666666666666666,0.8875000000000001,4.465908118654584,3.970291913552122,2.9444389791664403,2.736842105263158,0.468565814476108,0.1650797503594485,0.0014174781215333,7.185999713455619,9.699048190488554,0.0,0.2923879634891935,0
91170857,0.4166666666666666,0.6125,0.6931471805599453,2.302585092994046,1.6094379124341005,1.8,1.7047480922384253,0.0,0.0107728337236533,6.001157006431317,6.396429530174464,0.0,0.3364722366212129,0
55164878,0.25,0.0,4.955827057601261,5.799092654460526,2.9444389791664403,17.31578947368421,1.1990310364151568,0.0,0.0048455726426246,2.133571575047742,6.867384571505453,0.0,0.0531098253139483,0
63192789,0.25,0.8625,4.727387818712341,5.2832037287379885,4.691347882229144,1.798165137614679,1.0059534581854048,0.1617869543522467,0.0040826142473503,5.126914376626128,8.056416198876986,0.0072904332626792,0.4371080478694231,0
